,Iteration,Fitness,FEvals,Time,State,max_iters,is_classifier,mutation_prob,pop_size,init_state,algorithm,activation,bias,early_stopping,clip_max,hidden_layer_sizes,learning_rate_init,max_attempts
0,0,0.6805513051278423,251,0.299929499999962,"[-0.4759506499688366, -0.6826320556910688, -0.4437469610112805, -0.0813662255708667, -0.35799891895966574, 0.036785641195074215, -0.4761141488697107, 0.9521705697548672, 0.4656291053809647, -0.7694515466337011, -0.2274498627312811, 0.25700235907942326, -0.7498841473288012, 0.9670972102872823, -0.11355026270974378, 0.5791166840478064, 0.5882371515831732, -0.27747685516513854, -0.167792120858004, 0.1685162562206428, 0.5203435476117149, -0.6243831891471687, -0.42366570437592865, 0.34043771632046815, -0.0007034772559750824, -0.6428626456729458, -0.17371739715068224, -0.6016095295898032, 0.06339880717407342, 0.6647414061359651, -0.6294981098559103, 0.9147184473425214, -0.1491706697109667, 0.008014078322874596, 0.02094189365189414, -0.9684170955763711, 0.4633801373352484, 0.9866100797816586, -0.6742449334604654, -0.7467304406183248, -0.250331630839858, 0.38643888840226137, -0.9941979396625802, -0.26154187548102836, -0.8826413488397749, 0.578672170048224, -0.3004615746000363, 0.40504743942751653, -0.017541845468242778, 0.9457446597376122, 0.6719357600650964, 0.22047466434640284, 0.12903795894907688, 0.9947782864417738, -0.49055172710823847, -0.971244285945351, -0.8219098655950123, 0.8779652010919079, 0.9469187987353844, -0.017036940337160633, -0.31812805669350275, 0.4457152358694667, -0.9782064752597015, 0.5199063552898913, 0.34280557242526144, -0.6191089486073558, 0.33292930513963404, 0.8222448031206269, -0.6757651484800478, 0.8211566327572386]",100,True,0.1,250,"[-0.4759506499688366, -0.6826320556910688, -0.4437469610112805, -0.0813662255708667, -0.35799891895966574, 0.036785641195074215, -0.4761141488697107, 0.9521705697548672, 0.4656291053809647, -0.7694515466337011, -0.2274498627312811, 0.25700235907942326, -0.7498841473288012, 0.9670972102872823, -0.11355026270974378, 0.5791166840478064, 0.5882371515831732, -0.27747685516513854, -0.167792120858004, 0.1685162562206428, 0.5203435476117149, -0.6243831891471687, -0.42366570437592865, 0.34043771632046815, -0.0007034772559750824, -0.6428626456729458, -0.17371739715068224, -0.6016095295898032, 0.06339880717407342, 0.6647414061359651, -0.6294981098559103, 0.9147184473425214, -0.1491706697109667, 0.008014078322874596, 0.02094189365189414, -0.9684170955763711, 0.4633801373352484, 0.9866100797816586, -0.6742449334604654, -0.7467304406183248, -0.250331630839858, 0.38643888840226137, -0.9941979396625802, -0.26154187548102836, -0.8826413488397749, 0.578672170048224, -0.3004615746000363, 0.40504743942751653, -0.017541845468242778, 0.9457446597376122, 0.6719357600650964, 0.22047466434640284, 0.12903795894907688, 0.9947782864417738, -0.49055172710823847, -0.971244285945351, -0.8219098655950123, 0.8779652010919079, 0.9469187987353844, -0.017036940337160633, -0.31812805669350275, 0.4457152358694667, -0.9782064752597015, 0.5199063552898913, 0.34280557242526144, -0.6191089486073558, 0.33292930513963404, 0.8222448031206269, -0.6757651484800478, 0.8211566327572386]",ga,sigmoid,True,True,1,"[5, 5]",0.001,10
1,1,0.6588295955244129,503,0.6172164999998131,"[-0.09043899337985462, -0.32004993239100354, -0.9819810996323515, 0.931110679624404, -0.958462596904333, 0.7444393138071435, -0.3233328826219146, 0.6389485669768784, 0.39665035396646564, -0.4404037164311756, 0.9523043296784708, -0.5826478806305324, -0.3859818307706613, -0.17292440019165145, -0.9770802569120076, 0.850919019930602, 0.29813402149457224, 0.8060210056741219, -0.7411595631869072, 0.7429302671149809, -0.31613844008210745, -0.18931270659407962, -0.8693952021446447, -0.41402251038346805, 0.09893443348074338, 0.7532663954541112, 0.9444379545870993, 0.2473806048629803, -0.7858341923443393, 0.03851125735765071, -0.8250565362225839, 0.3751750503077058, 0.06211290404992997, 0.7472694077049737, 0.20089837421696144, -0.1915077477217353, 0.3154397865145615, 0.7535592699545552, -0.5859881563268108, -0.18496395630890405, -0.08580191318497188, -0.7614790501748196, 0.3475343960162782, -0.8996081464125361, -0.9250053019660796, 0.867512124861427, 0.1961572812683543, 0.8633348672521985, 0.03384001797226266, 0.9089108859931043, -0.41304917192900104, -0.7890817577298768, 0.7234861411519107, -0.31586382182450556, -0.6184933039281097, 0.22938513611108924, -0.24502063475269376, 0.4359833449437025, -0.10762618447243555, -0.6066525904786622, -0.6243123059993982, 0.5943496941528577, -0.14311544125930054, -0.8793909006436735, 0.8501667710740204, 0.5274177130223385, -0.6464043707139917, 0.6342858376041549, -0.6418447976922657, -0.9445969468257174]",100,True,0.1,250,"[-0.4759506499688366, -0.6826320556910688, -0.4437469610112805, -0.0813662255708667, -0.35799891895966574, 0.036785641195074215, -0.4761141488697107, 0.9521705697548672, 0.4656291053809647, -0.7694515466337011, -0.2274498627312811, 0.25700235907942326, -0.7498841473288012, 0.9670972102872823, -0.11355026270974378, 0.5791166840478064, 0.5882371515831732, -0.27747685516513854, -0.167792120858004, 0.1685162562206428, 0.5203435476117149, -0.6243831891471687, -0.42366570437592865, 0.34043771632046815, -0.0007034772559750824, -0.6428626456729458, -0.17371739715068224, -0.6016095295898032, 0.06339880717407342, 0.6647414061359651, -0.6294981098559103, 0.9147184473425214, -0.1491706697109667, 0.008014078322874596, 0.02094189365189414, -0.9684170955763711, 0.4633801373352484, 0.9866100797816586, -0.6742449334604654, -0.7467304406183248, -0.250331630839858, 0.38643888840226137, -0.9941979396625802, -0.26154187548102836, -0.8826413488397749, 0.578672170048224, -0.3004615746000363, 0.40504743942751653, -0.017541845468242778, 0.9457446597376122, 0.6719357600650964, 0.22047466434640284, 0.12903795894907688, 0.9947782864417738, -0.49055172710823847, -0.971244285945351, -0.8219098655950123, 0.8779652010919079, 0.9469187987353844, -0.017036940337160633, -0.31812805669350275, 0.4457152358694667, -0.9782064752597015, 0.5199063552898913, 0.34280557242526144, -0.6191089486073558, 0.33292930513963404, 0.8222448031206269, -0.6757651484800478, 0.8211566327572386]",ga,sigmoid,True,True,1,"[5, 5]",0.001,10
2,2,0.65247229329115,755,0.9310801999999967,"[-0.7194666562314571, -0.3119051212418027, -0.046643878536125394, 0.007600052150862124, -0.6062827693377324, -0.9879462370457444, 0.31926256818227805, -0.024115968613037664, -0.17690865408076184, -0.1814074631171052, 0.5248548698224775, 0.8626351072526295, 0.5830234776599974, 0.3589703939003468, -0.6194585799850749, -0.0045546254534096775, 0.25094408180995353, 0.6608179715210385, 0.5906191698874439, -0.22732728543916703, -0.5251307100626337, 0.1958247469877108, 0.9188883004033919, -0.16257109560816851, 0.07681821357837015, 0.01579974949263363, 0.46089668080307455, 0.7431938154127187, 0.9416129860650289, -0.17952984616759693, -0.3315045348931305, 0.6493174501999257, 0.520080020344772, 0.40091724173594057, 0.7035406849412411, -0.07822444157231057, 0.33072227309890656, 0.731722580161996, 0.2682579674140373, -0.9370193549737518, -0.4558174551096035, 0.5638471489506296, -0.6163327914311203, 0.04278388776782438, -0.5887120761825535, -0.8227224319192477, -0.2330694762122001, 0.5700991575569654, 0.23756330352194066, -0.32367283525730994, 0.7629533374333664, -0.8464339729354091, 0.04517449887081049, 0.4797961861809392, 0.25727577267625645, 0.17012602826605727, -0.28920672235398204, 0.5891923515614621, -0.4873081199703426, 0.34801223975252693, -0.9463283920325356, 0.8687284691325547, -0.8329421196141389, -0.9454257453530293, -0.7087950227666311, 0.7532782620290033, -0.61578537025421, 0.7955150779517861, -0.11580764313809322, -0.8704543281015547]",100,True,0.1,250,"[-0.4759506499688366, -0.6826320556910688, -0.4437469610112805, -0.0813662255708667, -0.35799891895966574, 0.036785641195074215, -0.4761141488697107, 0.9521705697548672, 0.4656291053809647, -0.7694515466337011, -0.2274498627312811, 0.25700235907942326, -0.7498841473288012, 0.9670972102872823, -0.11355026270974378, 0.5791166840478064, 0.5882371515831732, -0.27747685516513854, -0.167792120858004, 0.1685162562206428, 0.5203435476117149, -0.6243831891471687, -0.42366570437592865, 0.34043771632046815, -0.0007034772559750824, -0.6428626456729458, -0.17371739715068224, -0.6016095295898032, 0.06339880717407342, 0.6647414061359651, -0.6294981098559103, 0.9147184473425214, -0.1491706697109667, 0.008014078322874596, 0.02094189365189414, -0.9684170955763711, 0.4633801373352484, 0.9866100797816586, -0.6742449334604654, -0.7467304406183248, -0.250331630839858, 0.38643888840226137, -0.9941979396625802, -0.26154187548102836, -0.8826413488397749, 0.578672170048224, -0.3004615746000363, 0.40504743942751653, -0.017541845468242778, 0.9457446597376122, 0.6719357600650964, 0.22047466434640284, 0.12903795894907688, 0.9947782864417738, -0.49055172710823847, -0.971244285945351, -0.8219098655950123, 0.8779652010919079, 0.9469187987353844, -0.017036940337160633, -0.31812805669350275, 0.4457152358694667, -0.9782064752597015, 0.5199063552898913, 0.34280557242526144, -0.6191089486073558, 0.33292930513963404, 0.8222448031206269, -0.6757651484800478, 0.8211566327572386]",ga,sigmoid,True,True,1,"[5, 5]",0.001,10
3,4,0.65247229329115,1257,1.54761510000003,"[-0.7194666562314571, -0.3119051212418027, -0.046643878536125394, 0.007600052150862124, -0.6062827693377324, -0.9879462370457444, 0.31926256818227805, -0.024115968613037664, -0.17690865408076184, -0.1814074631171052, 0.5248548698224775, 0.8626351072526295, 0.5830234776599974, 0.3589703939003468, -0.6194585799850749, -0.0045546254534096775, 0.25094408180995353, 0.6608179715210385, 0.5906191698874439, -0.22732728543916703, -0.5251307100626337, 0.1958247469877108, 0.9188883004033919, -0.16257109560816851, 0.07681821357837015, 0.01579974949263363, 0.46089668080307455, 0.7431938154127187, 0.9416129860650289, -0.17952984616759693, -0.3315045348931305, 0.6493174501999257, 0.520080020344772, 0.40091724173594057, 0.7035406849412411, -0.07822444157231057, 0.33072227309890656, 0.731722580161996, 0.2682579674140373, -0.9370193549737518, -0.4558174551096035, 0.5638471489506296, -0.6163327914311203, 0.04278388776782438, -0.5887120761825535, -0.8227224319192477, -0.2330694762122001, 0.5700991575569654, 0.23756330352194066, -0.32367283525730994, 0.7629533374333664, -0.8464339729354091, 0.04517449887081049, 0.4797961861809392, 0.25727577267625645, 0.17012602826605727, -0.28920672235398204, 0.5891923515614621, -0.4873081199703426, 0.34801223975252693, -0.9463283920325356, 0.8687284691325547, -0.8329421196141389, -0.9454257453530293, -0.7087950227666311, 0.7532782620290033, -0.61578537025421, 0.7955150779517861, -0.11580764313809322, -0.8704543281015547]",100,True,0.1,250,"[-0.4759506499688366, -0.6826320556910688, -0.4437469610112805, -0.0813662255708667, -0.35799891895966574, 0.036785641195074215, -0.4761141488697107, 0.9521705697548672, 0.4656291053809647, -0.7694515466337011, -0.2274498627312811, 0.25700235907942326, -0.7498841473288012, 0.9670972102872823, -0.11355026270974378, 0.5791166840478064, 0.5882371515831732, -0.27747685516513854, -0.167792120858004, 0.1685162562206428, 0.5203435476117149, -0.6243831891471687, -0.42366570437592865, 0.34043771632046815, -0.0007034772559750824, -0.6428626456729458, -0.17371739715068224, -0.6016095295898032, 0.06339880717407342, 0.6647414061359651, -0.6294981098559103, 0.9147184473425214, -0.1491706697109667, 0.008014078322874596, 0.02094189365189414, -0.9684170955763711, 0.4633801373352484, 0.9866100797816586, -0.6742449334604654, -0.7467304406183248, -0.250331630839858, 0.38643888840226137, -0.9941979396625802, -0.26154187548102836, -0.8826413488397749, 0.578672170048224, -0.3004615746000363, 0.40504743942751653, -0.017541845468242778, 0.9457446597376122, 0.6719357600650964, 0.22047466434640284, 0.12903795894907688, 0.9947782864417738, -0.49055172710823847, -0.971244285945351, -0.8219098655950123, 0.8779652010919079, 0.9469187987353844, -0.017036940337160633, -0.31812805669350275, 0.4457152358694667, -0.9782064752597015, 0.5199063552898913, 0.34280557242526144, -0.6191089486073558, 0.33292930513963404, 0.8222448031206269, -0.6757651484800478, 0.8211566327572386]",ga,sigmoid,True,True,1,"[5, 5]",0.001,10
4,8,0.6434467396126878,2263,2.788048599999911,"[-0.1699679438921895, -0.32004993239100354, -0.9819810996323515, 0.931110679624404, -0.3634962351406368, 0.7444393138071435, -0.3233328826219146, 0.6389485669768784, 0.39665035396646564, -0.4404037164311756, 0.9523043296784708, -0.5826478806305324, -0.3859818307706613, -0.638480721256387, -0.7728798809588491, 0.5343071280805765, -0.42780662223074706, -0.3163302279880136, -0.33660093809282654, -0.3509271593442931, -0.5298885087284935, 0.18111580189899223, 0.6955598158393255, -0.8635584751698584, -0.5725211071394483, 0.10837882517175057, -0.25863042246866397, 0.5081773751461443, 0.4651696484692849, -0.6617309589581344, -0.3172383851853977, 0.9938855422407014, 0.44020814836649347, -0.6546575109469805, -0.1299030885987551, -0.17617756933223294, -0.9694233542280937, -0.1592763490641549, 0.37648415941467706, 0.09933328931824459, 0.8649108438051714, -0.7412746008858422, 0.7502971341888629, 0.07594747941340207, 0.1559456454634336, -0.9225376636728262, 0.1981443348552081, 0.02971290359316714, -0.8569782997141198, 0.5309822375022519, 0.4841161849286346, -0.9431436312756938, 0.7575029967007603, 0.4797961861809392, 0.25727577267625645, -0.4652444614012865, -0.28920672235398204, 0.5891923515614621, -0.4873081199703426, 0.34801223975252693, -0.9463283920325356, 0.8687284691325547, -0.8329421196141389, -0.9454257453530293, -0.7087950227666311, 0.7532782620290033, -0.61578537025421, 0.7955150779517861, -0.11580764313809322, -0.8704543281015547]",100,True,0.1,250,"[-0.4759506499688366, -0.6826320556910688, -0.4437469610112805, -0.0813662255708667, -0.35799891895966574, 0.036785641195074215, -0.4761141488697107, 0.9521705697548672, 0.4656291053809647, -0.7694515466337011, -0.2274498627312811, 0.25700235907942326, -0.7498841473288012, 0.9670972102872823, -0.11355026270974378, 0.5791166840478064, 0.5882371515831732, -0.27747685516513854, -0.167792120858004, 0.1685162562206428, 0.5203435476117149, -0.6243831891471687, -0.42366570437592865, 0.34043771632046815, -0.0007034772559750824, -0.6428626456729458, -0.17371739715068224, -0.6016095295898032, 0.06339880717407342, 0.6647414061359651, -0.6294981098559103, 0.9147184473425214, -0.1491706697109667, 0.008014078322874596, 0.02094189365189414, -0.9684170955763711, 0.4633801373352484, 0.9866100797816586, -0.6742449334604654, -0.7467304406183248, -0.250331630839858, 0.38643888840226137, -0.9941979396625802, -0.26154187548102836, -0.8826413488397749, 0.578672170048224, -0.3004615746000363, 0.40504743942751653, -0.017541845468242778, 0.9457446597376122, 0.6719357600650964, 0.22047466434640284, 0.12903795894907688, 0.9947782864417738, -0.49055172710823847, -0.971244285945351, -0.8219098655950123, 0.8779652010919079, 0.9469187987353844, -0.017036940337160633, -0.31812805669350275, 0.4457152358694667, -0.9782064752597015, 0.5199063552898913, 0.34280557242526144, -0.6191089486073558, 0.33292930513963404, 0.8222448031206269, -0.6757651484800478, 0.8211566327572386]",ga,sigmoid,True,True,1,"[5, 5]",0.001,10
5,16,0.6316282648516716,4272,5.254066299999977,"[0.5101240077036062, -0.32004993239100354, -0.9819810996323515, 0.931110679624404, -0.3634962351406368, 0.7444393138071435, -0.3233328826219146, 0.6389485669768784, 0.39665035396646564, -0.8003783356222289, 0.9523043296784708, -0.5826478806305324, -0.3859818307706613, -0.8179945516547682, -0.7728798809588491, 0.5343071280805765, -0.42780662223074706, -0.3163302279880136, -0.33660093809282654, -0.3509271593442931, -0.5298885087284935, 0.18111580189899223, 0.6955598158393255, -0.9148017729097082, -0.5725211071394483, 0.10837882517175057, -0.25863042246866397, 0.5081773751461443, 0.4651696484692849, -0.6617309589581344, -0.3172383851853977, 0.9938855422407014, 0.44020814836649347, -0.6546575109469805, 0.05366806961485926, -0.17617756933223294, -0.9694233542280937, -0.1592763490641549, 0.37648415941467706, 0.09933328931824459, 0.8649108438051714, -0.647998662865356, -0.5838448090711654, -0.032546500830622715, -0.8519497654161476, -0.6608207342866022, -0.18016226233615718, 0.8425141203033701, -0.8165817315836394, 0.48756116390580373, -0.8569198542574687, 0.2033283383393325, 0.641912605278729, -0.6175342589229542, -0.8790141955062594, 0.35628302743666707, -0.8009660320777123, -0.6189347022258462, -0.583825845260111, 0.7246404366735568, -0.5276533902848652, 0.9122681406410045, 0.3561705906018846, -0.4710591678903926, -0.7462799693936033, 0.9093799017796029, -0.8203013139700146, -0.5572091869153979, 0.5784881278829013, 0.31300414271366406]",100,True,0.1,250,"[-0.4759506499688366, -0.6826320556910688, -0.4437469610112805, -0.0813662255708667, -0.35799891895966574, 0.036785641195074215, -0.4761141488697107, 0.9521705697548672, 0.4656291053809647, -0.7694515466337011, -0.2274498627312811, 0.25700235907942326, -0.7498841473288012, 0.9670972102872823, -0.11355026270974378, 0.5791166840478064, 0.5882371515831732, -0.27747685516513854, -0.167792120858004, 0.1685162562206428, 0.5203435476117149, -0.6243831891471687, -0.42366570437592865, 0.34043771632046815, -0.0007034772559750824, -0.6428626456729458, -0.17371739715068224, -0.6016095295898032, 0.06339880717407342, 0.6647414061359651, -0.6294981098559103, 0.9147184473425214, -0.1491706697109667, 0.008014078322874596, 0.02094189365189414, -0.9684170955763711, 0.4633801373352484, 0.9866100797816586, -0.6742449334604654, -0.7467304406183248, -0.250331630839858, 0.38643888840226137, -0.9941979396625802, -0.26154187548102836, -0.8826413488397749, 0.578672170048224, -0.3004615746000363, 0.40504743942751653, -0.017541845468242778, 0.9457446597376122, 0.6719357600650964, 0.22047466434640284, 0.12903795894907688, 0.9947782864417738, -0.49055172710823847, -0.971244285945351, -0.8219098655950123, 0.8779652010919079, 0.9469187987353844, -0.017036940337160633, -0.31812805669350275, 0.4457152358694667, -0.9782064752597015, 0.5199063552898913, 0.34280557242526144, -0.6191089486073558, 0.33292930513963404, 0.8222448031206269, -0.6757651484800478, 0.8211566327572386]",ga,sigmoid,True,True,1,"[5, 5]",0.001,10
6,32,0.5956034982200994,8291,10.177542700000004,"[0.43333144891027975, -0.9352512941289706, 0.5402460619990284, -0.7339929339655076, -0.11503568623575244, 0.7444393138071435, -0.9215793953598987, 0.4008093782086277, 0.3458636527982757, -0.8297416431752997, 0.9523043296784708, -0.9583319709130518, 0.9166341798425257, -0.17292440019165145, -0.9770802569120076, 0.850919019930602, 0.29813402149457224, -0.8021792991902061, -0.7411595631869072, -0.9410091764665791, 0.537083907976776, -0.4658515077147658, 0.3239483968646335, -0.41402251038346805, -0.7450407004536621, 0.833050965262683, 0.04236904342094716, 0.2473806048629803, -0.7858341923443393, -0.6617309589581344, -0.15885824870351128, 0.9938855422407014, 0.44020814836649347, -0.6546575109469805, 0.05366806961485926, -0.17617756933223294, -0.9694233542280937, -0.1592763490641549, 0.5130779292506873, 0.09933328931824459, 0.8649108438051714, -0.6505088262036192, 0.3475343960162782, 0.07594747941340207, 0.7638506012851651, -0.7682615195230373, -0.43415243993910946, 0.02971290359316714, -0.8569782997141198, 0.18166613740382398, 0.4841161849286346, -0.9431436312756938, 0.6489455898236942, -0.5642375930401411, -0.7704525074977477, -0.4652444614012865, -0.28920672235398204, 0.5891923515614621, 0.6046428465676805, -0.1668637993806894, -0.7977367130085327, 0.9122681406410045, 0.3561705906018846, -0.4710591678903926, 0.807987995023373, 0.9093799017796029, -0.8203013139700146, 0.15782915703809386, 0.5784881278829013, -0.44775834818135274]",100,True,0.1,250,"[-0.4759506499688366, -0.6826320556910688, -0.4437469610112805, -0.0813662255708667, -0.35799891895966574, 0.036785641195074215, -0.4761141488697107, 0.9521705697548672, 0.4656291053809647, -0.7694515466337011, -0.2274498627312811, 0.25700235907942326, -0.7498841473288012, 0.9670972102872823, -0.11355026270974378, 0.5791166840478064, 0.5882371515831732, -0.27747685516513854, -0.167792120858004, 0.1685162562206428, 0.5203435476117149, -0.6243831891471687, -0.42366570437592865, 0.34043771632046815, -0.0007034772559750824, -0.6428626456729458, -0.17371739715068224, -0.6016095295898032, 0.06339880717407342, 0.6647414061359651, -0.6294981098559103, 0.9147184473425214, -0.1491706697109667, 0.008014078322874596, 0.02094189365189414, -0.9684170955763711, 0.4633801373352484, 0.9866100797816586, -0.6742449334604654, -0.7467304406183248, -0.250331630839858, 0.38643888840226137, -0.9941979396625802, -0.26154187548102836, -0.8826413488397749, 0.578672170048224, -0.3004615746000363, 0.40504743942751653, -0.017541845468242778, 0.9457446597376122, 0.6719357600650964, 0.22047466434640284, 0.12903795894907688, 0.9947782864417738, -0.49055172710823847, -0.971244285945351, -0.8219098655950123, 0.8779652010919079, 0.9469187987353844, -0.017036940337160633, -0.31812805669350275, 0.4457152358694667, -0.9782064752597015, 0.5199063552898913, 0.34280557242526144, -0.6191089486073558, 0.33292930513963404, 0.8222448031206269, -0.6757651484800478, 0.8211566327572386]",ga,sigmoid,True,True,1,"[5, 5]",0.001,10
